id,decade,year,date,word,speaker,party,sentence,llm_label,annotator_1,annotator_2,adjudicated_label,notes
1851-29bb5f-040,1850,1851,1851-01-01,liberty,LORD BROUGHAM,,"and yet the man who was on his trial for his property, his liberty, his life, his character, was not suffered by the law, by the humanity and even handed justice of the law, to ask a question to ascertain whether the witness were a miscreant, utterly incredible, or a person perfectly honest, honourable, trustworthy, and worthy of belief.",ambiguous,,,,
1851-0bfb60-023,1850,1851,1851-01-01,liberty,MR. MOORE,,He told them that the Catholic clergy were not the friends of religious liberty;,negative_liberty,,,,
1851-9a6a83-053,1850,1851,1851-01-01,freedom,LORD JOHN RUSSELL,,"The same argument was afterwards used by Dean Sherlock, but not to the same extent, when he said it was impossible to believe that Protestant Dissenters would not overthrow our institutions in Church and State if they were admitted to full political freedom.",positive_liberty,,,,
1851-de67bd-078,1850,1851,1851-01-01,liberty,MR. BLACKETT,,"but the Presi-dent of the Board of Control was left at full liberty, should he desire it, to juggle with the names of the Indian Committee,
 
 763 
and to sign the names of the Chairman and Vice-Chairman at the foot of every Indian despatch.",positive_liberty,,,,
1852-4750a8-038,1850,1852,1852-01-01,liberty,MR. ROUNDELL PALMER,,the liberty was extremely great;,ambiguous,,,,
1852-ba78ca-001,1850,1852,1852-01-01,freedom,Unknown,,"and to assure Her Majesty that our best attention shall be directed to the Law of Settlement, in compliance with Her Majesty's recommendation, and in accordance with Her Majesty's intimation that this Law impedes the freedom of Labour, and that if this restraint can with safety be relaxed, the workman may be enabled to increase the fruits of his industry, and the interests of Capital and of Labour will be more firmly united:",ambiguous,,,,
1852-0c9579-061,1850,1852,1852-01-01,liberty,The EARL of ALBEMARLE,,"As this class of persons had been spoken of in very disparaging terms by witnesses examined before their Lordships' Committee, he would take the liberty of quoting to them in opposition an authority quite equal, if not superior—that of Sir Charles Metcalfe, afterwards Lord Metcalfe.",other,,,,
1852-0e6660-107,1850,1852,1852-01-01,liberty,MR. MILNER GIBSON,,The proposition I have taken the liberty of making consists of two parts.,other,,,,
1853-7e686f-006,1850,1853,1853-01-01,liberty,THE DUKE OF ARGYLL,,But his objections were materially strengthened when that law was one which invaded that religious liberty which of natural right belonged to every man and to every family in the kingdom;,negative_liberty,,,,
1853-4ef9c2-012,1850,1853,1853-01-01,liberty,MR. DISRAELI,,"But certainly it never could have been supposed by the Earl of Derby that if the noble Lord, after reflection, considered it was not in his power to join his Administration, he was at liberty to make application in his name to two other right hon.",other,,,,
1853-8f1bc0-003,1850,1853,1853-01-01,liberty,MR. GLADSTONE,,"and as I, on the contrary, am filled with alarm at this arrangement, and as I trust that as it is the first so it will be the last of the sort to which this House will, under any circumstances and on any consideration, give its assent, I must take the liberty of pressing on my right hon.",other,,,,
1853-9edf56-197,1850,1853,1853-01-01,liberty,MR. GLADSTONE,,that the other Powers shall be at liberty to have two sail of the line each within the limits of the Black Sea;,positive_liberty,,,,
1854-909420-010,1850,1854,1854-01-01,liberty,THE EARL OF HARDWICKE,,The liberty to do so no doubt existed;,positive_liberty,,,,
1855-d8f6bb-254,1850,1855,1855-01-01,freedom,MR. NEWDEGATE,,"Vine, the clerical secretary, went himself to Holland, and this is his account of the state of things there, showing the cause of the decline of freedom in Europe;",ambiguous,,,,
1855-140006-007,1850,1855,1855-01-01,liberty,MR. BAXTER,,"but he believed that principle to be a most vicious one, and calculated, if acted upon, to subvert our civil
 1400 
and religious liberty.",negative_liberty,,,,
1855-d0f2c1-026,1850,1855,1855-01-01,liberty,MR. KER SEYMER,,"He would ask the House, however, to descend from the heights of religious liberty and to take a common sense view of this question.",negative_liberty,,,,
1855-caf92d-084,1850,1855,1855-01-01,liberty,MR. DISRAELI,,"You ought to have begun with the course which I took the liberty of recommending last year, when I suggested that when you put down the rebellion you should send a Royal Commission to India with plenary powers.",other,,,,
1856-6beeb1-184,1850,1856,1856-01-01,liberty,THE DUKE OF ARGYLL,,"I shall only add that it is the sincere wish of Her Majesty's Government that this question should be kept no longer—to use the phrase of the noble Earl—""dangling"" before the House and the country, but that it should be settled in a manner consistent with the increased political liberty of the people, and at the same time, with the due maintenance of our political institutions.",positive_liberty,,,,
1856-9f7ea4-010,1850,1856,1856-01-01,freedom,MR. CARDWELL,,""" There has now elapsed a considerable period during which no advance has been made in the work of commercial freedom.",positive_liberty,,,,
1857-54c22c-017,1850,1857,1857-01-01,liberty,EARL GRANVILLE,,"and really, when the noble Marquess talks as if he was a consistent lover of liberty, and Lord Palmerston was departing from the principles which he has previously professed, it seems to me to be drawing a very false conclusion from the premises.",ambiguous,,,,
1859-c387a0-021,1850,1859,1859-01-01,liberty,MR. SOMES,,"These facts went to show that this measure is not the offspring of a society, or of a people unmindful of the blessings of liberty.",ambiguous,,,,
1859-148926-004,1850,1859,1859-01-01,freedom,MR. O'REILLY,,"and although in France and other countries a contrary system was adopted, it had always been held in England that the individual freedom of the citizen would thereby be compromised.",negative_liberty,,,,
1859-a61361-086,1850,1859,1859-01-01,liberty,MR. KINGLAKE,,"secondly, the inhabitants enjoy religious and civil liberty;",negative_liberty,,,,
1859-b37afa-039,1850,1859,1859-01-01,liberty,MR. MILNER GIBSON,,"Member for Dumfries would withdraw this Bill, and introduce another of a merely permissive character, that might by degrees familiarize the public mind to the idea of the proposed change, and pave the way for further advances in the same direction hereafter, he might feel himself at liberty to support it.",other,,,,
1860-e9804d-032,1860,1860,1860-01-01,freedom,VISCOUNT PALMERSTON,,"nineteenthly, the Chief of Police at Rio communicates with the Chief of the Provincial Police, under whose charge the place designated is, and hands over the free African, with his letter of freedom to this local chief of police;",negative_liberty,,,,
1860-d804de-118,1860,1860,1860-01-01,freedom,MR. C. P. VILLIERS,,"On the contrary, the general complaint is that centralization has been carried too far already, and that the local authorities ought to have more freedom of action than they have at present.",positive_liberty,,,,
1861-43ea6e-145,1860,1861,1861-01-01,freedom,LORD ELCHO,,"They consider that the purpose to be attained is good government, the freedom of the people within the State and their security from without, and that the best mode of attaining these ends is the problem to be solved.",ambiguous,,,,
1861-6eddd7-092,1860,1861,1861-01-01,liberty,MR. WALPOLE,,"The desire of Parliament was to give liberty to labourers to act in combination when their object was legitimate and reasonable, and to restrain them from combining to abuse the liberty accorded to them.",ambiguous,,,,
1861-2316b0-028,1860,1861,1861-01-01,liberty,MR. WALPOLE,,"A letter was accordingly written from the Home Office, giving no opinion upon the merits of the case, but intimating to Toomer that he would be at liberty to prosecute Miss Partridge for perjury.",other,,,,
1861-89f6df-258,1860,1861,1861-01-01,freedom,MR. GATHORNE HARDY,,"There is no man to whom I would refer a question concerning my own honour with greater frankness, freedom, or unreserve than him;",other,,,,
1861-b1b8df-003,1860,1861,1861-01-01,liberty,COLONEL EDWARDS,,He would take the liberty of reading the letter which had been addressed to him by the hon.,other,,,,
1862-0064cb-065,1860,1862,1862-01-01,freedom,MR. COLERIDGE,,"All, then, that we ask to be done with the Colleges is that the State should remove restrictions on their freedom of action which the State itself imposed.",negative_liberty,,,,
1862-55715a-010,1860,1862,1862-01-01,liberty,LORD COLCHESTER,,whereas now an attempt was made to control the course of action of those who only used their liberty to maintain the rates.,negative_liberty,,,,
1862-5b2b68-000,1860,1862,1862-01-01,liberty,MR. REARDEN,,: Am I at liberty to move the latter part of the Amendment?,other,,,,
1862-65b202-013,1860,1862,1862-01-01,liberty,THE EARL OF DERBY,,"I have already said that the seats are not vacant, and it is proposed to take only four of the seven that were at liberty for disappointed candidates;",other,,,,
1862-fb460f-005,1860,1862,1862-01-01,freedom,MR. GLADSTONE,,Gentleman with reference to our freedom of future action upon the state of affairs he has made known to us.,positive_liberty,,,,
1863-f7722b-077,1860,1863,1863-01-01,liberty,MR. VERNON HARCOURT,,"The plan of the Bill amounted to this, that the owner was to be rated, and that at the option of the occupier, because the tenant was to be at liberty to deduct the rate from his rent.",ambiguous,,,,
1863-999283-009,1860,1863,1863-01-01,freedom,MR. PIM,,"Such a  quasi  Establishment, without freedom, without the power of managing her own affairs, would be the most fatal thing that the House could do in respect to the Church.",positive_liberty,,,,
1864-bb0dda-034,1860,1864,1864-01-01,freedom,MR. GLADSTONE,,I confess I have a great deal of faith in freedom as applied to this matter.,ambiguous,,,,
1864-9bd36f-003,1860,1864,1864-01-01,freedom,MR. GOLDNEY,,If the Committee were left with a certain amount of freedom—if its inquiry were not narrowed too much—its Report might be of some value.,positive_liberty,,,,
1865-b3f249-002,1860,1865,1865-01-01,liberty,MR. SMYTH,,"Heron), said, he hoped he should receive the kind indulgence of the House, in addressing it for the first time as the Representative of a great and virtuous constituency, the liberty of every man among whom was at that moment at the mercy of any policeman who chose to suspect him.",negative_liberty,,,,
1865-68cd1f-068,1860,1865,1865-01-01,liberty,MR. F. S. POWELL,,"They would, therefore, be driven back to the 25th clause, which gave liberty of choice alike to Roman Catholic and Protestant.",positive_liberty,,,,
1867-b4b7c4-083,1860,1867,1867-01-01,liberty,MR. GLADSTONE,,I take my stand upon the broad ground that a certain degree of liberty has been permitted in the congregations of the Church of England;,negative_liberty,,,,
1868-cff155-064,1860,1868,1868-01-01,freedom,MR. R. POWER,,"He therefore hoped that his request would be granted—a request which, connected with no party intrigue, possessing no sinister character, was conceived in a spirit of justice,
 1312 
and based on the principles of equality, freedom, and fair play.",ambiguous,,,,
1868-856de5-042,1860,1868,1868-01-01,liberty,MR. GIBSON,,"But, more than that, the Act left the tenant at liberty either to rest upon the custom, or to avail himself of the provisions as to compensation which were considered good enough for Leinster, Connaught, and Munster.",negative_liberty,,,,
1868-d840ad-082,1860,1868,1868-01-01,freedom,THE ATTORNEY GENERAL,,"If a public vessel of war was British soil, and had all the legal rights of British soil, the captain of such a vessel might not only receive on the deck of his ship one slave, but 100 slaves would have a right to swim there, and a slave or slaves who came on board with their master on business might claim their freedom, and the captain of the vessel must allow that claim.",positive_liberty,,,,
1869-f9a741-061,1860,1869,1869-01-01,liberty,Unknown,,"The utmost liberty should be given to seamen before the voyage commenced, but coupled with such discipline as would be necessary for safety.",ambiguous,,,,
1869-290308-001,1860,1869,1869-01-01,liberty,Unknown,,"Member is not at liberty, under cover of a Motion for the Adjournment of the House, to discuss the merits of a Bill which is on the Orders of the House, [231] 424, 426",other,,,,
1870-22d251-176,1870,1870,1870-01-01,freedom,MR. JOHN GEORGE MACCARTHY,,"public health would be promoted, taxation would be diminished, climate would be improved, a new element of healthy Conservatism would be introduced into Irish social life by the formation of a class of peasant proprietors, whose interest in the soil and security in the enjoyment of the fruits of their own labour would render them industrious, law-respecting, and order-loving citizens—the bases of social order, civil freedom, and national prosperity.",ambiguous,,,,
1870-5a9eae-044,1870,1870,1870-01-01,freedom,MR. CHAMBERLAIN,,"Every one of these things, and many others that might be named, touch personal liberty and freedom directly or indirectly;",ambiguous,,,,
1870-6049d6-021,1870,1870,1870-01-01,liberty,MR. GRAY,,The House of Commons was at liberty to restrict its own privileges;,other,,,,
1870-bf74d0-002,1870,1870,1870-01-01,liberty,MR. BRISTOWE,,"It was, of course, the Commissioners who would decide what were superfluous funds, and if they were to be at liberty to make superfluous funds by suppressing emoluments, the Colleges would be altogether at their mercy.",other,,,,
1870-43f01c-058,1870,1870,1870-01-01,freedom,LORD ESLINGTON,,"and that they would go hand-in-hand in doing their duty in the Conference by resisting a dangerous peace, and in securing for these different communities freedom and good government.",positive_liberty,,,,
1870-7d8ad6-056,1870,1870,1870-01-01,freedom,MR. RICHARD,,"Certainly, if Austria and Germany and Scandinavia and France and Italy, with their 4,000,000 or 5,000,000 of armed men, cannot take care of their own freedom, it is too ridiculous for us to pretend to do it for them.",positive_liberty,,,,
1871-12c076-100,1870,1871,1871-01-01,liberty,THE MARQUESS OF SALISBURY,,"The Congress of Berlin determined that religious liberty, to its fullest extent, should be granted by ail the Principalities on which it could impose that condition before their independence should be fully recognized.",ambiguous,,,,
1871-188b5e-006,1870,1871,1871-01-01,liberty,SIR GEORGE BOWYER,,"Gentleman and those who acted with him took in matters affecting the liberty of the subject and Liberal principles, it was rather surprising that they had not
 
 1411 
come forward to support this Motion.",negative_liberty,,,,
1871-bf5eb5-029,1870,1871,1871-01-01,freedom,MR. J. G. HUBBARD,,""" He asked that Christians should not be exposed to the indignity which they would suffer, if all persons, whether believers or unbelievers, had unrestrained freedom of access to their consecrated churchyards.",negative_liberty,,,,
1871-cb9c4c-046,1870,1871,1871-01-01,liberty,MR. E. JENKINS,,"] Surely it was no infringement of the liberty of the subject, if they asked that some sort of restriction should be placed upon the evil done by the public-houses in the districts in which they were situated, so as to prevent its increase.",negative_liberty,,,,
1873-0fbff9-021,1870,1873,1873-01-01,freedom,MR. WILLIS,,"On these grounds, he should support the words which proposed to give this freedom.",ambiguous,,,,
1873-5d807a-012,1870,1873,1873-01-01,liberty,THE BISHOP OF BATH AND WELLS,,There would be nothing contrary to civil and religious liberty in voting against the Bill.,negative_liberty,,,,
1874-8343c7-170,1870,1874,1874-01-01,liberty,MR. CHILDERS,,"To meet, therefore, the effect of the extension of service, and still more to strengthen the Reserve, I propose two things: the first, that men serving at home, and not likely to be sent abroad, should be at liberty, and indeed encouraged, if the state of recruiting permits, to go into the Reserve after completing three or four years' service.",other,,,,
1875-de70af-115,1870,1875,1875-01-01,liberty,MR. HOPWOOD,,The way in which the artizan classes were informed under the present Bill of the manner in which their liberty was about to be affected was this.,ambiguous,,,,
1875-cbb21e-086,1870,1875,1875-01-01,freedom,MR. TOTTENHAM,,""" 
Here was another passage—
 ""The desirability of the change will be cordially admitted by every Irish tenant, the desirability not alone from the point of view of his own comfort and prosperity and freedom, but also because, in effecting the change, he will give proof of his loyalty to the principles of the organization by which the means of bringing about the change have been won.",positive_liberty,,,,
1876-780187-006,1870,1876,1876-01-01,liberty,MR. MOLLOY,,"and, whether the family of the dead child, and the other families of the evicted, are not at liberty to take advantage of the shelter huts, the use of which has been denied to them by the resident magistrate?",other,,,,
1876-499f2b-009,1870,1876,1876-01-01,liberty,DR. COMMINS,,"he supported it because it would tend to preserve to the people of Ireland the last remnant
 
 417 
of Constitutional liberty—the privilege of merely condemning men whom they felt to be the ruin of the country;",positive_liberty,,,,
1878-5c7fbd-023,1870,1878,1878-01-01,freedom,MR. ANDERSON,,"Member meant that they were afraid to speak out their minds, he could only say that he had himself never felt any want of freedom in that respect.",negative_liberty,,,,
1878-02c514-032,1870,1878,1878-01-01,liberty,LORD STRATHEDEN AND CAMPBELL,,"Even if it can, Her Majesty's Government are not at liberty to sanction it.",other,,,,
1878-fd8bf5-010,1870,1878,1878-01-01,liberty,THE DUKE OF ARGYLL,,The peculiarity of pigeon-shooting was that the birds were set at liberty merely for the purpose of being shot.,other,,,,
1878-7a8bdd-017,1870,1878,1878-01-01,liberty,MR. DODSON,,"but, still, after what I stated in regard to the substance of this proposal, and what I have just stated as to the liberty which we reserve to ourselves to consider the course which we will adopt hereafter as to the words inserted by the Committee late last night, I shall be prepared, on behalf of Her Majesty's Government, to assent to the words proposed by the right hon.",positive_liberty,,,,
1879-519db2-018,1870,1879,1879-01-01,freedom,THE EARL OF WEMYSS,,"he spoke of the right to freedom, to security for property, and to be well governed.",ambiguous,,,,
1879-3cc243-165,1870,1879,1879-01-01,liberty,MR. W. M. TORRENS,,The tendency of exaggerated centralism is inveterately at variance with the English spirit of liberty;,negative_liberty,,,,
1879-b28dc9-020,1870,1879,1879-01-01,liberty,MR. STANLEY LEIGHTON,,"Secondly, that greater liberty should be allowed the teacher to classify children according to acquirements and abilities.",positive_liberty,,,,
1880-0dc8e9-207,1880,1880,1880-01-01,freedom,MR. MUNDELLA,,"We are told there is no freedom of classification, and we are told that although, according to our Minutes, it is possible to withdraw children from a day examination, yet, by other Regulations, we render it impossible for the teachers to avail themselves of that power.",positive_liberty,,,,
1880-65edd4-272,1880,1880,1880-01-01,liberty,MR. HEALY,,"If they could not get the inquiry, and obtain the liberty of these innocent men, the Irish Members would go back to Ireland, and from the Giant's Causeway to Cape Clear they would ring into the ears of Earl Spencer and his associates a charge of foul and infamous murder.",positive_liberty,,,,
1881-e2a0f5-028,1880,1881,1881-01-01,liberty,MR. MACARTNEY,,and on that and other points he reserved to himself complete liberty of action in Committee.,negative_liberty,,,,
1882-93b49d-018,1880,1882,1882-01-01,liberty,"MR. HASLETT  (Belfast, W.)",,"He owed to his Sovereign loyal obedience to law and order, and he also owed it to his own higher sense of religion that which led him to deal out to his fellow-men all the liberty and all the protection he sought for himself.",ambiguous,,,,
1882-e6dcba-269,1880,1882,1882-01-01,liberty,MR. JOHN MORLEY,,"and, secondly, that no modification shall be proposed and accepted which interferes with the real and substantial liberty and power of the Legislative Body in Dublin.",positive_liberty,,,,
1883-265a4d-276,1880,1883,1883-01-01,liberty,THE ATTORNEY GENERAL,,We have proposed this measure in the interests of true liberty.,ambiguous,,,,
1883-053bb2-017,1880,1883,1883-01-01,liberty,"MR. J. O'CONNOR  (Tipperary, S.)",,"Members in this House and for their right of liberty of speech, and the last vestige of the protection of minorities in the exercise of their liberty, will be swept away by this drastic Resolution or Rule of Procedure, moved by the First Lord of the Treasury.",negative_liberty,,,,
1883-3ef858-046,1880,1883,1883-01-01,liberty,MR. GOSCHEN,,", we are at liberty to contrast the state of things with that which existed when Sir Stafford Northcote made his proposals.",other,,,,
1883-ad3fd6-048,1880,1883,1883-01-01,liberty,ADMIRAL MAYNE  (Pembroke and Haverfordwest),,"As far as I understand, he is at liberty to do so at any moment he thinks fit.",other,,,,
1883-cb04ef-008,1880,1883,1883-01-01,liberty,MR. BRADLAUGH  (Northampton),,"On the basis of that, and subsequent  dicta,  I take the liberty of challenging the opinion laid down by the hon.",other,,,,
1883-5848c3-025,1880,1883,1883-01-01,liberty,THE PRIME MINISTER AND SECRETARY OF STATE FOR FOREIGN AFFAIRS (The Marquess of SALISBURY),,"If the Town Council of Dover had come to their Lordships to claim liberty to fill Dover Harbour up and shut it up until such time as it should be convenient for them to open it themselves, then they would have been in exactly the position of the Local Authorities now, who wished to stifle all electric lighting enterprize until they saw their way to undertake it themselves.",positive_liberty,,,,
1883-aac659-141,1880,1883,1883-01-01,liberty,MR. GLADSTONE  (Mid Lothian),,"He would not place confidence even in himself and in those who sit around him not to abuse that power that a general liberty of closure in the hands of the majority would give, and all this for consideration of the interests of the minority.",positive_liberty,,,,
1884-1cd8cf-008,1880,1884,1884-01-01,liberty,"MR. DILLON  (Mayo, E.)",,we look at it from the point of view of liberty.,ambiguous,,,,
1885-6a5d18-139,1880,1885,1885-01-01,liberty,MR. FINLAY,,"Until that was achieved, they would have no Constitutional liberty in Ireland;",ambiguous,,,,
1885-4c1d8e-116,1880,1885,1885-01-01,freedom,MR. J. E. ELLIS,,"The Bessborough Commission said distinctly—
 ""Freedom of contract in the case of the majority of the Irish tenants, large and small, does not exist.",negative_liberty,,,,
1885-f3e9c9-081,1880,1885,1885-01-01,liberty,"MR. J. BARRY  (Wexford, S.)",,"The working hours were from 7 in the morning until half-past 9 and 10 o'clock at night, and on Saturday it was generally from half-past 12 until 1 o'clock on the Sunday morning before they were at liberty.",other,,,,
1886-0529a3-043,1880,1886,1886-01-01,liberty,MR. DILLON,,"Treated like dogs as they had been he was proud of these poor, poverty-stricken peasants of Donegal, who had such a sound respect for liberty as to defy the right hon.",negative_liberty,,,,
1886-a227ef-000,1880,1886,1886-01-01,freedom,MR. W. ABRAHAM,,"asked, what, in the face of such a fact as that, became of freedom of action on the part of the employed?",negative_liberty,,,,
1886-c009ec-015,1880,1886,1886-01-01,liberty,THE SOLICITOR GENERAL FOR IRELAND (Mr. MADDEN)  (Dublin University),,"Madden) took the liberty of saying, and he was sure no Gentleman at the Irish Bar would contradict him, that the gentleman selected to fill the place of the County Court Judge was a highly respected and an eminently fair-minded member of the Irish Bar.",other,,,,
1887-8da4bd-033,1880,1887,1887-01-01,liberty,"*MR. T. W. RUSSELL  (Tyrone, S.)",,They were at perfect liberty to follow me if they chose.,other,,,,
1888-3e1058-051,1880,1888,1888-01-01,freedom,SIR G. TREVELYAN,,"she has freedom of discussion, and we want her to have free elections.",ambiguous,,,,
1888-d8be79-011,1880,1888,1888-01-01,freedom,*SIR J. FERGUSSON,,"There may be some upon whom these considerations sit lightly, who desire more freedom, or, as I should say, more license;",ambiguous,,,,
1888-51f567-120,1880,1888,1888-01-01,freedom,"SIR R. TEMPLE  (Worcester, Evesham)",,"I now come, Sir, to the second part of my subject, which is absolute freedom of classification.",negative_liberty,,,,
1888-e0e6a5-001,1880,1888,1888-01-01,freedom,"MR. CONWAY  (Leitrim, N.)",,"We have conceded in theory freedom of classification, but the Code does not give it in practice, and I hold that teachers ought to have greater freedom in working the classes as they like.",positive_liberty,,,,
1890-02054c-025,1890,1890,1890-01-01,liberty,"MR. LAWSON  (St. Pancras, W.)",,"Forster said—
 ""If the people who wanted to go to the museums and picture galleries liked to take a railway ticket to Hampton Court they found they were at liberty to look at the pictures there, but they could not look at the pictures close by their own doors—it might be at Bethnal Green.",other,,,,
1893-567a95-024,1890,1893,1893-01-01,freedom,"MR. SNAPE  (Lancashire, S.E., Heywood)",,"If the increase was attributable to the freedom from the payment of fees, then it ought to be made no longer optional, but compulsory, that free education should be given in all the State-aided schools in the country.",ambiguous,,,,
1893-b3ddef-007,1890,1893,1893-01-01,freedom,"THE UNDER SECRETARY OF STATE FOE FOREIGN AFFAIRS (Sir E. GREY,  Northumberland, Berwick )",,Member had exercised a freedom which could hardly be exercised to the same extent by a Member of the Government.,negative_liberty,,,,
1894-32e0b1-123,1890,1894,1894-01-01,liberty,Unknown,,"This liberty, however, was coupled with an important condition, which might be said to contain the vital principle of the Bill.",ambiguous,,,,
1894-528ece-042,1890,1894,1894-01-01,liberty,MR. DILLON,,Gentleman would not be at liberty now to favour the House with his impressions as to the impartiality of the Land Commissioners.,other,,,,
1895-a26b0f-001,1890,1895,1895-01-01,freedom,GENERAL GOLDSWORTHY  (Hammersmith),,At the same time they wanted to have a little more freedom.,ambiguous,,,,
1895-7d1e2d-143,1890,1895,1895-01-01,freedom,"*MR. CARVELL WILLIAMS (Notts,  Mansfield )",,""" 
 58 
They, too, felt ""the need of freedom on the part of the Church to manage its own affairs;",positive_liberty,,,,
1895-7e5f6d-005,1890,1895,1895-01-01,freedom,"MR. T. M. HEALY  (Louth, N.)",,"They had a splendid record during the present year, and perhaps it was just as well that the Chief Secretary was left out and was in a position of greater freedom and less responsibility in his conduct and management of Irish affairs.",positive_liberty,,,,
1895-94edc8-042,1890,1895,1895-01-01,freedom,MR. ROBERT YERBURGH (  Chester ),,"He had read a very interesting speech by the Duke of Devonshire on the position of the Volunteers, in which he laid great stress on their value for home defence, and he said no opportunity should be lost of so defending a vital point as to give the Fleet liberty of action and that freedom which was
 
 655 
essential for its proper use.",positive_liberty,,,,
1895-e8ece5-012,1890,1895,1895-01-01,liberty,*MR. SAMUEL SMITH  (Flintshire),,"it arose before the growth of human liberty, before the individual man was conceived of as having rights of his own, and when he was merged in the society or state to which he belonged.",positive_liberty,,,,
1896-b964ed-002,1890,1896,1896-01-01,freedom,*MR. CURZON,,"On the 17th June Archdeacon Farler reported that the news of the Decree was spreading rapidly, and that the slaves were recognising their freedom, but were disobedient and independent.",ambiguous,,,,
1896-679018-003,1890,1896,1896-01-01,liberty,Unknown,,") Where the author has sold the exclusive right of publication of a book, without assigning the copyright, he shall not be at liberty to publish an abridgment of the work without the consent of the owner of the exclusive right of publication.",other,,,,
1896-323d3e-023,1890,1896,1896-01-01,freedom,*MR. CURZON,,"It means that every slave is at liberty to go before a court established for that purpose, and to claim his freedom.",positive_liberty,,,,
1898-0a469e-023,1890,1898,1898-01-01,freedom,*MR. BUTCHER  (York),,"The objection that this was an interference with freedom of contract was unsound, because there could be no freedom of contract where there was weakness on the one side, and advantage taken of that weakness on the other.",ambiguous,,,,
1898-054c6f-012,1890,1898,1898-01-01,freedom,MR. JOHN BURNS,,"Given every latitude that ought to be given to freedom, to disciplined gaiety, to art, to literature, and to the rational enjoyment of a free people in their own way in a rich and large city, I think there is yet much to be done to prevent sheer animalism and brutality and bestiality protruding themselves as they have protruded themselves recently in very subtle forms in the West End of London.",negative_liberty,,,,
1898-262558-001,1890,1898,1898-01-01,freedom,MR. CREAN,,"I protest against this treatment, and it would be well that the public should know that there is no freedom of speech or of constitutional action in these towns, and that policemen baton peaceable crowds in the hope of making those crowds disorderly.",negative_liberty,,,,
1898-21c0dd-107,1890,1898,1898-01-01,liberty,THE PRIME MINISTER AND SECRETARY OF STATE FOR FOREIGN AFFAIRS (The Marquess of SALISBURY),,But in dealing with this question I urge that you shall show to all the world that you do not deal with it as something on which you are at liberty to legislate on slender grounds or in the absence of thorough investigation.,other,,,,
1898-faa415-005,1890,1898,1898-01-01,liberty,MR. ATKINSON,,He based his application for liberty to sublet on the necessity of giving his whole time to the performance of his official duties.,other,,,,
1898-812a73-033,1890,1898,1898-01-01,freedom,"THE FIRST LORD OF THE TREASURY (Mr. A. J. BALFOUR,  Manchester, E. )",,"Our freedom of action will be wholly unimpaired, but some machinery will be provided by which the arguments and the evidence on either side will be put before us in some intelligible and assimilable form.",positive_liberty,,,,
1899-185551-001,1890,1899,1899-01-01,liberty,*THE LORD BISHOP OF HEREFORD,,"I cannot but believe, while holding firmly, as I do, to the great value of individual liberty and the importance of never neglecting the principle of  laissez faire  in polities, that temperance reform is one of the most pressing matters of the time, and it is our duty, a duty
 
 667 
involving no interference with devotion to the principle of individual liberty, to take measures to regulate a dangerous trade.",ambiguous,,,,
1899-0fce53-057,1890,1899,1899-01-01,liberty,ME. WINSTON CHURCHILL  (Oldham),,"As soon as it is known that there is in the Transvaal a government under which property and liberty are secure, so soon as it is known that in these countries one can live freely and safely, there would be a rush of immigrants from all parts of the world to develop the country and to profit by the great revival of trade which usually follows war of all kinds.",negative_liberty,,,,
1899-2371c9-008,1890,1899,1899-01-01,liberty,THE MARQUESS OF SALISBURY,,"The innocent consumption by temperate consumers of that which is not an illegal indulgence is not a liberty which it is right for Parliament to restrict, unless they are driven by some very supreme consideration to do so.",negative_liberty,,,,
1899-e5fa1d-001,1890,1899,1899-01-01,freedom,MR. SPEAKER,,"and now, my Lords, it is my duty, in the name and on behalf of the Commons of the United Kingdom, to lay claim, by humble petition to Her Majesty, to all their ancient and undoubted rights and privileges, especially to freedom of speech in debate, freedom from arrest, and free access to Her Majesty whenever occasion may require, and that the most favourable construction may be put upon all their proceedings.",negative_liberty,,,,
1899-8213de-000,1890,1899,1899-01-01,liberty,Unknown,,"Do hereby Report that an application for liberty to withdraw this Petition was heard before us in open Court on the 4th day of February, 1901.",other,,,,
1900-0fc178-024,1900,1900,1900-01-01,freedom,SIR FRANCIS POWELL,,"Why should there be taken away the freedom
 440 
they now enjoy in order that new freedom should be given to others?",ambiguous,,,,
1900-f86986-082,1900,1900,1900-01-01,freedom,MR. WILLIAM ABRAHAM,,That is the length of their freedom.,ambiguous,,,,
1900-017fcc-000,1900,1900,1900-01-01,liberty,MR. SYDNEY BUXTON,,"said that Lord Wolseley's promises were as he recollected them, promises of personal liberty and justice, and they had been entirely fulfilled.",negative_liberty,,,,
1900-b65740-010,1900,1900,1900-01-01,liberty,THE MARQUESS OF LANSDOWNE,,"It is quite true that under the Convention, Spain, Italy, and Sweden will be at liberty so long as they are not exporters of sugar to give bounties on, their own sugar in their own markets.",negative_liberty,,,,
1900-67b5db-000,1900,1900,1900-01-01,liberty,"Mr. ARTHUR STANLEY  (Lancashire, Ormskirk)",,": said he understood that they were engaged in a Second Reading debate, and he should reserve to himself the liberty of voting in regard to the details of the proposal.",other,,,,
1900-822f53-003,1900,1900,1900-01-01,freedom,MR. TOMLINSON,,"The competition of one district with another would lead one set of workmen to think that this question was a disadvantage to them, and they would desire more freedom to carry on their work, and that is really what has happened in the past;",positive_liberty,,,,
